"","TO-AL","TO-AZ","TO-AR","TO-CA","TO-CO","TO-CT","TO-DE","TO-DC","TO-FL","TO-GA","TO-ID","TO-IL","TO-IN","TO-IA","TO-KS","TO-KY","TO-LA","TO-ME","TO-MD","TO-MA","TO-MI","TO-MN","TO-MS","TO-MO","TO-MT","TO-NE","TO-NV","TO-NH","TO-NJ","TO-NM","TO-NY","TO-NC","TO-ND","TO-OH","TO-OK","TO-OR","TO-PA","TO-RI","TO-SC","TO-SD","TO-TN","TO-TX","TO-UT","TO-VT","TO-VA","TO-WA","TO-WV","TO-WI","TO-WY","TO-AK","TO-HI"
"FROM-NJ",0.00272471806646916,0.00541040948237208,0.000656538661896927,0.0224857537461148,0.00442382223092443,0.0662973796508344,0.0162389484404132,0.0114388449707241,0.0559017845225435,0.0153407231933004,0.000285656725735361,0.0143952091839231,0.00665084369717774,0.00157546540105987,0.000521205127268823,0.00677290968951734,0.00216166850052058,0.0124956120062144,0.0942785435532341,0.0622297653586,0.0102787071556192,0.00302738541647928,0.00105662529681536,0.00323924983717104,0.000262779970138723,0.000393512742748351,0.00526450497284521,0.0111335901616453,0,0.00064843064869978,0.170331711291145,0.0261086801841499,9.21082668462811e-05,0.0190736896066644,0.000592513925117751,0.00109779935112461,0.193517128216943,0.0113734622435984,0.00674340588671998,0.000171399441506673,0.00559121691063317,0.0120954514427004,0.00223354007152388,0.0116321245933245,0.079139156457979,0.00366797983725791,0.0125563163127858,0.004057421454285,0.000153990284464973,0.000411488704422251,0.0017688271058007
"FROM-NM",0.00107921411275635,0.207516324985288,0.00434553818227746,0.101807963954482,0.11462090630866,0.000820312251578671,0.000185290140099721,0.000801610064031362,0.00643661243976023,0.00219796939545232,0.00294167129570524,0.00562474938774741,0.0015022016003882,0.00125154114428759,0.0210830996392721,0.000903582800708682,0.00397306900862133,0.000210566715235521,0.00264381844748761,0.00149685477591937,0.00176815115028195,0.00223079971293604,0.000948493857240821,0.00786590711967058,0.00149973592001062,0.00624653201882334,0.0167115099189954,0.000431922075062235,0.00128849419215314,0,0.00407968282655453,0.00172514856375699,0.000373194046666144,0.00216895377703634,0.023964553443257,0.00170841965961637,0.00245263597088025,0.000292483261853883,0.000440144156575886,0.00199799098070515,0.00218173681144648,0.398676442559733,0.0255341342824577,0.000145855274668899,0.00263553931207426,0.0043085781758395,0.000180519161406562,0.00126750345785812,0.00423377687389426,0.000346432636703353,0.000851832152081989
"FROM-NY",0.00281497621976874,0.00514893514190541,0.00145202999888197,0.0309109815543209,0.00526763025938043,0.0610990050442833,0.0106134758267799,0.0132779550305041,0.0630561728878678,0.0168297750290347,0.000386198424901433,0.0210598957431769,0.0115915834547277,0.00282408873720634,0.00115171144175746,0.00995058827455488,0.00280550811783888,0.0169184181195905,0.0458465295559739,0.0965082324997944,0.0192257604949032,0.00504242584021858,0.00177000308341002,0.00558529260052863,0.000386091890868672,0.000885847988788877,0.00582581824777071,0.0190359099238263,0.0750729967407019,0.000909652804992842,0,0.0266086084490607,0.000191634152101567,0.0425997630212335,0.00112464414367873,0.00111481736739344,0.221861356394675,0.0154842557819035,0.00704925530169894,0.000349647475073024,0.00747250650796448,0.0139406680322203,0.0026016129120186,0.0254684340103082,0.0552200723247629,0.00357276986694705,0.0142788013787014,0.00615649475359348,0.000311465839437723,0.000308824069246942,0.00103087723972092
"FROM-NC",0.0180041637797054,0.0029949060167029,0.00332942623703595,0.0110089173250676,0.00305407314907445,0.00561007189287647,0.00315381319631062,0.00541089663367861,0.0458448950772144,0.120250295327331,0.000291387297227972,0.0141619657517498,0.0139566666324677,0.00144492095755116,0.00116090268588948,0.03554611075165,0.00411497064373102,0.00179619533783235,0.0324442699901868,0.0123142180050985,0.0133923025990177,0.00289585616785691,0.0061851785229523,0.0067424336246585,0.000269869454105434,0.000638571180603035,0.00296016901555021,0.00195063042438441,0.0171122674450111,0.000559319948407486,0.0366671932535812,0,0.000111672399248721,0.030887026488066,0.00141805128741422,0.000774109854887602,0.0372088431649288,0.00153899385543716,0.144915906368796,0.000167550690441988,0.0670713839381158,0.0121062370430665,0.00136740964403148,0.00125411750702881,0.235765398261876,0.00228833261089695,0.0325143903916373,0.0041799343452723,0.000166235465115428,0.000277054318293195,0.000720494040934887
"FROM-ND",0.000479931876255334,0.0137105872617947,0.00120198239163425,0.035880483946677,0.0345952309086814,0.000569985644289147,0.000100641980967708,0.000769353927630148,0.00612300643025885,0.00199905539513184,0.00243681861220375,0.0251013554886683,0.006842300970031,0.0270312797007352,0.00990008575807277,0.00172282463144912,0.00063899368836988,0.000179819012459549,0.00110528800963029,0.00166686213248308,0.0144168190268955,0.345637477889738,0.000268674983780807,0.0123301987677425,0.0690207722486259,0.0252435305055907,0.0110352640679664,0.000139186714296284,0.00118122116362839,0.00133937749070362,0.00389730177136846,0.0015655169039035,0,0.00717345588029804,0.00428938515457316,0.00175419481454895,0.00280256950792297,8.94823127170363e-05,0.000476909768237563,0.148877966057349,0.00253098793297902,0.0170216313410196,0.0103567730631428,0.000109794502536582,0.00196485733345245,0.0128221569515868,0.000123120738333637,0.048041152527748,0.022799608482678,0.0598637451353617,0.000770979193850475
"FROM-OH",0.0069811732910637,0.00448653428479423,0.00358546103576153,0.0112270262837303,0.00396757996709358,0.00407867442613518,0.00171081288621632,0.00256802604074472,0.0287522679401359,0.0178921744861821,0.000279396617920163,0.0530867961879347,0.127466519035435,0.00674711965508509,0.00282221373659891,0.0904231636512441,0.0022911592899296,0.00218438091064313,0.0200176312158661,0.00976736024470509,0.183036165159839,0.00720033495495443,0.00346495553312311,0.0138587243334055,0.000332003884239206,0.00204443783928924,0.00474697447502576,0.00177532696315465,0.0128707100857233,0.000703799605683484,0.0632162652530256,0.0313591734995485,0.000537984237279273,0,0.00225947159666997,0.000716333018035898,0.10994954428348,0.00103189399321397,0.00766098015410582,0.000973905831617893,0.0209860655459882,0.0116679597059753,0.00165028209988246,0.00187057638081271,0.0355193430428027,0.00216297412210386,0.0595889053343563,0.0170769888588954,0.000352897692288987,0.000286527386139056,0.000763023942120105
"FROM-OK",0.00656613571236811,0.021452781638332,0.0844236952544943,0.0394352116351597,0.0206715716878651,0.000589089362467123,0.000196127542238284,0.000754255349809064,0.0104980059129478,0.00739178835001686,0.00052624319172632,0.0178885963121044,0.00652348735646514,0.0108854360884046,0.116260700646147,0.00518268532546041,0.0167347365355388,0.000159207451977329,0.00213112017643635,0.00122303729530704,0.00541050457675523,0.00737487945529583,0.00977156456713258,0.0799578483561338,0.00054890107723739,0.0143494850717948,0.00790839954301024,0.000249270978876783,0.000898881040983307,0.0177799310984117,0.00372467632982315,0.00321942218011358,0.000844408587434808,0.00525916715570867,0,0.00086905653908759,0.00305502026992991,0.000193926014363172,0.00130942198279544,0.0032173449418283,0.0103970075997117,0.438133199145774,0.00324326974203798,8.05979317092741e-05,0.00271029556887106,0.00252826078910184,0.000607733697603606,0.00443043796867424,0.00131096430708788,0.000354834141223236,0.00076737651622309
"FROM-OR",0.000570147850392113,0.0162804407780822,0.000482201901910529,0.234984434202354,0.00911450886464536,0.000815066362629746,0.000189825264142504,0.000681974150244649,0.00646623471706263,0.00240769823426106,0.0674524240908171,0.00557970181930484,0.00150714601095646,0.000808118852132328,0.000741552721680754,0.000904209726018953,0.000955493281532186,0.000341670110135366,0.00196791665811696,0.00272237105328523,0.00212727686858165,0.00256811761556309,0.000332629824166266,0.0024657376430195,0.0165977483086899,0.000881467802859551,0.0249219911934512,0.000363954276660595,0.00207829796935892,0.00164940647803322,0.00472487684146332,0.0022290689110418,0.000457633471217774,0.0020845788381204,0.00116051234151981,0,0.00267515175657228,0.000256761827834967,0.000619082820244292,0.00048675694764685,0.00134521991353226,0.00859799477656387,0.0171719570201182,0.000266942007504457,0.00258340855868958,0.518959258831277,0.000182826876023664,0.00175592128656619,0.00375059762883509,0.0149413907123041,0.00679029400283512
"FROM-PA",0.00324937764239559,0.00414956956877915,0.00117358680794399,0.0135846121996411,0.00353561449255471,0.0255328640154137,0.0108647099015608,0.0143325208459014,0.0344565988438876,0.0131875649379958,0.000336466814788838,0.0159762125412365,0.0128758341310936,0.00216900093376996,0.00101880008864167,0.0114300569797824,0.00186685763969565,0.00728723376749607,0.0988268433300567,0.0302110519414173,0.0240902211763119,0.00338010683283424,0.00144514088800913,0.00522749299630884,0.000308233384916436,0.000787217305345886,0.00390227930857043,0.00599255384543672,0.0985776136620433,0.000653576906700744,0.240173866085843,0.0301005172141485,0.000160315134421315,0.0871614104268069,0.00107360218859448,0.000748125835338017,0,0.00481168412469138,0.00646802942969193,0.000270335456644957,0.00785675697071902,0.0100615379439303,0.00152459181357176,0.00573716583711029,0.107330291340419,0.00231474655201798,0.0368900393217958,0.00551352088303766,0.00021492258903601,0.000269954527697069,0.000888772593954507
"FROM-RI",0.00165828397694802,0.00617471583065657,0.00056096190113971,0.0164425343403059,0.00311843836970631,0.0841139983504241,0.00479519509517601,0.00538681559287889,0.0508738444755709,0.00658568849044643,0.000363524609402586,0.0128156257841565,0.00631512723242698,0.000685529923595956,0.000501117892071402,0.00511254964482823,0.00167891661144881,0.0585075477557727,0.0320493728295657,0.0605416148332579,0.00922957737033962,0.00193551153946233,0.000596229397829918,0.00326291892600267,0.000292336921394398,0.000496410610163071,0.00441559126150438,0.0987887298442014,0.0859334188154148,0.0011241275914369,0.244992053528721,0.0171339151303266,9.36452882193273e-05,0.0116120592448837,0.000958639237989389,0.000970076782440322,0.0682643330932883,0,0.00491610172893073,9.99063745069616e-05,0.00573297466600477,0.00873098821572197,0.00170406213131422,0.0325522311718452,0.0269740293421714,0.00281655798115801,0.00465971653053655,0.0023822250043864,0.00011379837058791,0.000159723264818461,0.000776707094619707
"FROM-SC",0.0236739399982488,0.00168639849001295,0.00337860552473767,0.00648077848583831,0.00209702452380353,0.0035455515169487,0.00115427311077657,0.00273776476654387,0.0709239489599577,0.260980118254159,0.000194378623383364,0.00994041063783512,0.00919249462704229,0.000908748286435891,0.000875914600998237,0.0207487362299214,0.00512581777698896,0.000849663803655681,0.0118497713077372,0.00855608300406134,0.0100659126561757,0.00188682081420307,0.00755440795169971,0.00552263319838859,0.000192087855799676,0.00047398320924567,0.00153293120660407,0.00107318350663962,0.00980406535583967,0.000307469790172153,0.0226063070184231,0.318618261568128,8.66458957704044e-05,0.0168336669527285,0.00126417487798937,0.000454535608254164,0.0179522148349932,0.000965174413517693,0,0.000131763618535608,0.0461342783987356,0.0108876017650509,0.000776909812987914,0.000619962275873938,0.0629213262403459,0.00155136452749864,0.0110754303485194,0.00306256666489807,0.000109507785341777,0.000187912249691694,0.000446477068860838
"FROM-SD",0.000518641017099525,0.0159657720177373,0.00308287464953957,0.0339851207609105,0.0657325597120995,0.000293702248656885,5.48764976811518e-05,0.000635729476369197,0.00422351339827113,0.00200575846347334,0.0023369546272256,0.0237875502096479,0.0063234490319094,0.0871400725147947,0.0306723586028214,0.00158532109992418,0.000506304365946614,0.000123024038383507,0.00085198929593109,0.0008833514945457,0.0112263690679543,0.235033418372156,0.000288383650957031,0.0239609931774423,0.0269801590346868,0.145087344954249,0.0106281093556034,8.61062186893909e-05,0.000646034230310486,0.00378244016977308,0.00280507902441868,0.000994923221749519,0.08500117966692,0.0060613864191263,0.00861079175393535,0.000933574883796035,0.0021349114201963,5.32949806398164e-05,0.00036127955763566,0,0.00270712029255096,0.0244649984570565,0.0142045012206299,6.783995567279e-05,0.0014314384155632,0.00547299461604753,0.000100009780438386,0.039890868593892,0.0624957812948243,0.00328452461598767,0.000495220074129184
"FROM-TN",0.102174745948973,0.00387860234472383,0.0366302652516368,0.0117998656638981,0.00428398804011356,0.00258881731773409,0.000885747443888814,0.00187567737181896,0.0427579771995861,0.141522072319814,0.000382536090807397,0.0429341973873337,0.0360932022264242,0.00421165293442068,0.00447090372262443,0.118782006469671,0.012740537925476,0.000707790902642718,0.00904779355458774,0.00534495844060101,0.0196904129394104,0.00467224796999102,0.0471435862993481,0.0420704392463746,0.000399842635920429,0.00192796804510221,0.00306361210207224,0.000722294643133783,0.00557471979924774,0.00103397328010341,0.0163412500750678,0.100139293308682,0.00029798201253677,0.0314540826201684,0.00666347004103895,0.000677338262933975,0.0149148444221507,0.000765199728008962,0.031494775408185,0.000675936939966682,0,0.0296830509309291,0.0014229817982931,0.000384246352070306,0.0330835254050406,0.00229453296377179,0.0104193124418965,0.00843310090635685,0.000476910387382136,0.000316693939617992,0.000649036538421871
"FROM-TX",0.0151398589531823,0.0567313399569663,0.0614751569484656,0.084039734305082,0.0378444794181736,0.00205161363238281,0.00065004278979648,0.00264229440769172,0.0391519151070953,0.0236409468839506,0.00147149448787823,0.0226813004790711,0.00710765362972328,0.00627550645898006,0.0375849230691008,0.00771278812593785,0.109992861481573,0.00102561830426409,0.00652580993388021,0.00578123803912713,0.00842556475723266,0.00796758437404358,0.0320813421348736,0.0328185773953426,0.00155400942325763,0.0127337610592577,0.0186140878472144,0.000731827964383438,0.00561714108122144,0.0955615323328074,0.0151207764300281,0.00916482831070718,0.00100015267682346,0.00848380687347759,0.14486930454963,0.00210270408082574,0.00907333660219646,0.000572656802152658,0.00354203748664116,0.00364584164132381,0.0145852598543774,0,0.0106642620536901,0.000350775747002824,0.00952441878339095,0.0071060360524532,0.00140479816385499,0.00482901025410615,0.00501531262097132,0.00108104521226779,0.00223163102212241
"FROM-UT",0.0011179095659326,0.0990716647334625,0.000727040594847209,0.222292443466262,0.0899393839534224,0.0015568657359167,0.000284491854352411,0.00114957280967126,0.0115014256911673,0.00544767326131981,0.143479311587394,0.0101222444248761,0.00243475322392221,0.00318067421422706,0.0069887095277084,0.0018462064725745,0.00151636829734097,0.00045275878076801,0.00366305162051624,0.00345206230358801,0.00407105152007285,0.00477778671880165,0.000470969185642127,0.00593208209233824,0.0229377880283898,0.0110783579446446,0.10569393642352,0.000607044566119976,0.00383445316488922,0.0214354764027426,0.00987385441113454,0.00350387403081334,0.00245403442015387,0.004200531719414,0.00372289688359635,0.016541788970687,0.00489160171959036,0.00040931665363232,0.000906791691423356,0.00621248569788917,0.00239596387683742,0.0342664458803234,0,0.000352223584293043,0.00439779497016069,0.0267221469403583,0.000284102020087384,0.0024882733486266,0.0783155045024927,0.00258451328354987,0.00441229722850519
"FROM-VT",0.00050346972734,0.00177553706071185,0.000176833442830174,0.00684200913169174,0.00218465210504277,0.0679368252259678,0.00270011727486001,0.00225612190905984,0.0170304594002066,0.00317535562786499,0.000166051149748264,0.00563495713314822,0.00285377470371754,0.000257078659830728,0.000218949413319363,0.00138303621728384,0.000646307112579903,0.0814185209414117,0.0163223850686928,0.239765409492801,0.00750666130498639,0.00116869939369151,0.00018254577119203,0.00141185904621692,0.000213811745598766,0.000239298195877931,0.00115390355645722,0.0958795115500328,0.0544732827857849,0.000330525027980814,0.256661383406696,0.00858910768778649,7.0756286511904e-05,0.0127656487841129,0.000250986385199148,0.000620066517536541,0.0492425802493867,0.0193770565175374,0.00192630806002248,7.76568775950156e-05,0.00178660407895312,0.00331254562622035,0.000903073226696924,0,0.0156328338751578,0.00152923587851092,0.00249367259135875,0.00162847740560494,8.39961352686987e-05,0.00696431512478325,0.000275746109131562
"FROM-VA",0.00705607606311169,0.00294486199343083,0.00128756984159095,0.0185258707240607,0.00450307618705288,0.0102186366706113,0.0150027284248482,0.0129969659775376,0.0389542064134066,0.0302052986326782,0.000400486137318121,0.0132045962138074,0.0101486096332719,0.00116655102761268,0.000980401602731324,0.0172818651149834,0.00268127215085482,0.00357778087071254,0.122307392252609,0.0214658407985327,0.0164631770270493,0.00317003813471503,0.00226294378089852,0.00508577203732106,0.000360160995646774,0.000770031503323429,0.00302898486119473,0.00310546791756687,0.0500020150263454,0.000839927599859074,0.0736856685725905,0.227000746787413,0.000158284561917944,0.0332122796537941,0.00115207790779917,0.000854788048128119,0.128005197999646,0.00228823697514676,0.0277127814600403,0.000226032679638884,0.0212246487843779,0.0118580586528906,0.0016139187042103,0.00220539664345028,0,0.0029102045140994,0.0401553241463187,0.00406185361919319,0.000164334982591624,0.000358208058746475,0.00115335163332351
"FROM-WA",0.00121850651170705,0.0218377118091286,0.000898645338835376,0.170473144741395,0.0147024808172605,0.0016150033032463,0.000364795299799821,0.00161358142746785,0.0136338806903893,0.00587944045821723,0.0973616603914433,0.0108951002393593,0.00260546608226636,0.00137654695031001,0.00150363717602212,0.00167260749066328,0.0018675282388743,0.000582196226046446,0.00427232670662945,0.0052865187395843,0.00437786261688339,0.00718797006874218,0.000682644950847326,0.0049069100261759,0.0491227448898688,0.00162328992059918,0.0259915025091577,0.000637691190255184,0.00454414746787088,0.0026416350150267,0.00992824355691746,0.00428256945502938,0.00214171501830958,0.00400258628614995,0.00217304798870134,0.338747864198136,0.00535709987281538,0.000482460855401223,0.00133048535505664,0.00177383030299805,0.00286759261181769,0.0178466126896196,0.0193349396757819,0.000429837876808166,0.00577435096225829,0,0.00036804857330597,0.00338078890084034,0.00571742999930643,0.0994508980436284,0.0132324204830445
"FROM-WV",0.00605193778165376,0.000891185433201398,0.00116407013029989,0.00335110132224255,0.000859096717303713,0.00644791927846292,0.00458629807564323,0.00569024507375756,0.0196180119846201,0.0180136582750828,9.3980073219568e-05,0.0167739845698392,0.024231217891685,0.0014918480078412,0.000879611823138256,0.0519267875860951,0.00105804963874161,0.00128677821405583,0.064709164702385,0.0135872333535882,0.0440914436071716,0.0022893566643983,0.00137833072021083,0.00592925206381482,7.60568834094579e-05,0.000420890031065147,0.000728419258794616,0.00194336343294304,0.0259574704552709,0.000174705111814475,0.0625500195934246,0.100342351789659,2.884740073241e-05,0.184349331716392,0.000864423067822407,0.000193982830208251,0.142999399599871,0.00127718441658788,0.0158321365879505,4.75597759415528e-05,0.0215869951958765,0.00506500871523552,0.000333036430112711,0.00117672780602396,0.130576692530138,0.000602804660461769,0,0.0061720141092429,3.91811520663399e-05,7.20104021483317e-05,0.000188824058354608
"FROM-WI",0.00360451434591716,0.00586340713029678,0.00469755608772962,0.0125307636809765,0.0069615497541909,0.00217505593836575,0.000534698417825354,0.00162177117992727,0.017479884212113,0.00962812735327909,0.000473143006751795,0.260040660242964,0.0737007295860477,0.0867422516779604,0.00763980088109214,0.0164887576187012,0.00202884161762743,0.000615288192885945,0.0051197734853025,0.00520231567594193,0.0965834298605589,0.193116881623317,0.00289346750685699,0.0277658243433179,0.001100633022901,0.010046112650342,0.00492806178873866,0.000536218713691218,0.00478314715171782,0.000725020872200793,0.0158915003254716,0.00742034940121883,0.00804226234035049,0.0305324407679138,0.00348841523087786,0.00104842891076615,0.0123419364136273,0.000373954234997074,0.00245968689992864,0.0117995409585293,0.0100101497388001,0.0120397724986827,0.0017247785436516,0.000414089355122451,0.00751057542642059,0.00316227564171504,0.00347184848972273,0,0.0010166740450916,0.000823723643645236,0.000799909513927857
"FROM-WY",0.000247452699234385,0.021633558026696,0.000360526433939733,0.0765611624167652,0.222549655567764,0.000363083399662912,4.53548893286503e-05,0.000223129803097991,0.00182392006120635,0.00100236275361552,0.114866014356946,0.0057052006333174,0.000841004757835115,0.00477648574057554,0.00831300634020923,0.000488269427549064,0.000384762978079385,8.1586833558424e-05,0.000570789369249278,0.000871782652569571,0.00151820803452035,0.00975692278329327,9.60842812281917e-05,0.00467641740448271,0.1478356659308,0.0449288484940579,0.0135936832616947,8.63904934778844e-05,0.000673253411810957,0.00756521671684166,0.00178382200859361,0.000675593173059249,0.0137115395516935,0.00126874867100671,0.00314050811929444,0.00682528142931581,0.00108228957046887,5.17406022795742e-05,0.000205247484095788,0.0640898873479219,0.000959312984043942,0.0211211933582898,0.171889271999317,6.96598093686796e-05,0.000908710507521688,0.0138320557047289,6.13186836486818e-05,0.00281684579324793,0,0.00284112786744417,0.000226045381251514
"FROM-AK",0.00104878029152873,0.0125248584736248,0.000813898198944109,0.0710063627953186,0.0115919970610814,0.000824999496365635,0.00016892069304822,0.00132196998849417,0.00848247442028736,0.00396162026424961,0.0296430674840254,0.0102117069121308,0.00195933356122154,0.00192683753674267,0.00114514403424724,0.00140614918844994,0.00149254548421514,0.0538272545701993,0.00205438237465147,0.0030469779551461,0.00449899309655254,0.0387067230835245,0.000606932000687127,0.00349505517516524,0.0883463978131155,0.00210702209758489,0.00990317055323597,0.00027727265964804,0.00282001394117591,0.00110793160918832,0.00485366805277464,0.00281018787149142,0.0529465875034615,0.003488793616873,0.00163247058470601,0.0469811877207288,0.00358570947305302,0.000140208152657608,0.000852933769231028,0.00614595308421287,0.00208162521033492,0.0135871566485948,0.00948689127331072,0.00917731899889859,0.00359595175486715,0.452892359698686,0.000267833509144525,0.00490996365692097,0.00420689901084986,0,0.00602750759535236
"FROM-HI",0.00270816363206975,0.0387887535519844,0.00203458471520676,0.389325072133841,0.0270968821997557,0.00427854165661914,0.000712737351539076,0.00318812749626894,0.0218432232522881,0.0145044632791652,0.00515980352441085,0.0279195956563296,0.00656195165677648,0.00356992849532075,0.00279717391757384,0.0052301227782271,0.00356409656077783,0.00127139314129319,0.0109537594141017,0.0117185642421381,0.0126277731769614,0.0153405056745713,0.00127156162156762,0.0123399395530098,0.00273780645379511,0.00338436847568634,0.041280461935543,0.00112637923402932,0.0162820906625815,0.00407127908489658,0.021320069046188,0.00986749810624886,0.00106055629517736,0.0105674855033832,0.00490316836374159,0.0326221610411402,0.0154191479991046,0.00104341951052969,0.00292469289354902,0.00114212540634206,0.00617380799531941,0.0429973509724963,0.023790959678923,0.000595163909904852,0.0168264258075316,0.0973834085704368,0.000855066943656835,0.00637589444459069,0.000499193298928412,0.00994329968447744,0
